id,store_id,product_category,date,baseline_expected,actual_units,revenue,returns_units,stock_available,event_id,created_at
243,14,Footwear,2026-07-27,605.7,595.4,953564.96,29.3,680.1,,2026-09-05 07:12:52.793976
244,15,Women's Wear,2026-08-15,608.1,607.1,891247.88,32.4,727.8,,2026-09-05 07:12:52.793976
245,12,Casual Wear,2026-07-29,853.2,848.9,1078896.64,47.0,1037.0,,2026-09-05 07:12:52.793976
246,15,Footwear,2026-08-03,403.4,398.0,630124.26,34.6,481.7,,2026-09-05 07:12:52.793976
247,4,Women's Wear,2026-08-21,751.3,780.3,1264994.61,66.8,1035.6,,2026-09-05 07:12:52.793976
248,11,Accessories,2026-07-15,339.3,338.4,559322.32,28.3,380.6,,2026-09-05 07:12:52.793976
249,9,Footwear,2026-08-07,552.5,584.1,1017346.18,29.3,736.5,,2026-09-05 07:12:52.793976
250,6,Accessories,2026-08-25,349.9,366.9,485497.08,25.4,413.6,,2026-09-05 07:12:52.793976
251,8,Accessories,2026-08-03,409.0,390.8,599986.77,28.8,466.0,,2026-09-05 07:12:52.793976
252,7,Men's Wear,2026-09-03,1045.3,1072.6,1659298.0,45.3,1290.7,,2026-09-05 07:12:52.793976
253,9,Traditional Wear,2026-08-31,1476.5,1827.8,3036676.28,143.1,2547.0,,2026-09-05 07:12:52.793976
254,7,Men's Wear,2026-07-25,1102.7,1111.7,1914094.12,94.9,1348.2,,2026-09-05 07:12:52.793976
255,11,Accessories,2026-07-23,397.1,391.4,595849.78,26.0,516.0,,2026-09-05 07:12:52.793976
256,14,Traditional Wear,2026-08-21,1283.6,1309.9,1935773.29,99.5,1607.6,,2026-09-05 07:12:52.793976
257,14,Women's Wear,2026-08-11,952.3,937.9,1533479.98,42.8,1259.5,,2026-09-05 07:12:52.793976
258,10,Accessories,2026-08-09,377.4,412.5,554564.91,17.9,527.3,,2026-09-05 07:12:52.793976
259,10,Footwear,2026-08-07,440.3,499.0,663850.4,41.5,557.3,,2026-09-05 07:12:52.793976
260,5,Women's Wear,2026-08-03,1355.9,1378.7,1918243.52,96.4,1794.7,,2026-09-05 07:12:52.793976
261,4,Men's Wear,2026-08-15,750.8,720.0,982866.49,48.8,919.8,,2026-09-05 07:12:52.793976
262,15,Women's Wear,2026-07-19,742.3,738.2,1105360.36,65.4,1020.5,,2026-09-05 07:12:52.793976
263,7,Accessories,2026-07-24,427.3,415.2,544047.93,27.8,486.7,,2026-09-05 07:12:52.793976
264,5,Accessories,2026-08-21,534.2,544.0,951371.52,37.1,756.3,,2026-09-05 07:12:52.793976
265,9,Women's Wear,2026-07-31,1089.4,1080.9,1588784.75,63.3,1362.7,,2026-09-05 07:12:52.793976
266,4,Traditional Wear,2026-07-13,807.2,818.7,1278607.37,68.5,946.8,,2026-09-05 07:12:52.793976
267,10,Footwear,2026-07-18,435.7,445.4,615503.97,38.1,518.2,,2026-09-05 07:12:52.793976
268,12,Traditional Wear,2026-08-23,1160.6,1258.4,2200519.76,94.1,1649.9,,2026-09-05 07:12:52.793976
269,15,Women's Wear,2026-08-10,726.3,700.0,990889.01,37.2,877.7,,2026-09-05 07:12:52.793976
270,8,Traditional Wear,2026-08-04,1648.0,1703.5,2822660.97,95.4,1977.7,,2026-09-05 07:12:52.793976
271,7,Traditional Wear,2026-08-15,1259.4,1283.2,2259529.07,88.5,1572.3,,2026-09-05 07:12:52.793976
272,4,Men's Wear,2026-08-26,602.7,617.6,832177.71,41.7,854.2,,2026-09-05 07:12:52.793976
273,5,Accessories,2026-08-14,559.9,543.5,707060.99,43.3,625.4,,2026-09-05 07:12:52.793976
274,9,Kids Wear,2026-07-20,528.6,509.5,914141.91,44.8,640.5,,2026-09-05 07:12:52.793976
275,14,Traditional Wear,2026-07-13,1354.4,1359.4,2318493.17,70.1,1783.7,,2026-09-05 07:12:52.793976
276,4,Casual Wear,2026-09-04,792.0,870.1,1531673.78,74.5,1129.2,,2026-09-05 07:12:52.793976
277,1,Casual Wear,2026-09-03,1257.9,1396.5,1690163.78,112.6,1818.5,,2026-09-05 07:12:52.793976
278,15,Women's Wear,2026-07-15,629.9,698.5,900602.94,34.6,878.7,,2026-09-05 07:12:52.793976
279,6,Men's Wear,2026-07-14,852.0,987.8,1598598.02,54.3,1332.0,,2026-09-05 07:12:52.793976
280,11,Accessories,2026-08-30,417.0,466.7,665655.02,29.8,602.5,,2026-09-05 07:12:52.793976
281,3,Traditional Wear,2026-07-22,1124.1,1346.6,2073109.52,111.6,1519.8,14.0,2026-09-05 07:12:52.793976
282,15,Traditional Wear,2026-08-02,753.1,774.4,1250944.56,52.9,914.8,,2026-09-05 07:12:52.793976
283,11,Men's Wear,2026-08-31,989.8,1078.9,1498258.52,95.0,1376.8,,2026-09-05 07:12:52.793976
284,14,Footwear,2026-07-18,591.4,602.6,831326.55,41.1,765.3,,2026-09-05 07:12:52.793976
285,7,Footwear,2026-07-12,629.8,630.3,1130182.59,48.0,788.0,,2026-09-05 07:12:52.793976
286,1,Traditional Wear,2026-08-13,1319.1,1290.1,1811759.22,101.2,1788.7,,2026-09-05 07:12:52.793976
287,13,Men's Wear,2026-08-10,496.0,519.0,733599.61,45.2,638.1,,2026-09-05 07:12:52.793976
288,10,Footwear,2026-07-23,393.4,392.5,540561.87,20.5,440.4,,2026-09-05 07:12:52.793976
289,3,Kids Wear,2026-08-18,582.6,581.3,734722.83,23.4,693.2,,2026-09-05 07:12:52.793976
290,13,Men's Wear,2026-08-12,510.9,493.1,719229.6,33.5,618.2,,2026-09-05 07:12:52.793976
291,1,Traditional Wear,2026-08-29,1283.7,1246.6,1784062.55,68.1,1516.3,,2026-09-05 07:12:52.793976
292,12,Casual Wear,2026-08-30,1106.5,1083.9,1672648.75,52.5,1316.1,,2026-09-05 07:12:52.793976
293,5,Men's Wear,2026-08-27,1000.7,1016.7,1402894.87,80.5,1228.5,,2026-09-05 07:12:52.793976
294,12,Footwear,2026-08-20,481.0,494.4,729100.07,23.1,544.8,,2026-09-05 07:12:52.793976
295,6,Accessories,2026-08-10,365.9,359.6,607466.99,29.8,500.7,,2026-09-05 07:12:52.793976
296,5,Men's Wear,2026-08-27,1126.2,1161.9,1728216.85,56.8,1416.9,,2026-09-05 07:12:52.793976
297,5,Footwear,2026-08-15,681.4,663.4,945765.05,53.6,807.9,,2026-09-05 07:12:52.793976
298,15,Casual Wear,2026-08-28,693.3,683.8,894380.54,53.6,757.7,,2026-09-05 07:12:52.793976
299,8,Footwear,2026-07-20,604.0,608.5,1039727.37,48.5,792.2,,2026-09-05 07:12:52.793976
300,11,Men's Wear,2026-08-27,792.6,782.1,1274151.83,62.1,877.7,,2026-09-05 07:12:52.793976
301,8,Casual Wear,2026-07-28,1346.2,1418.7,2165201.67,112.8,1713.6,,2026-09-05 07:12:52.793976
302,13,Casual Wear,2026-07-09,733.7,712.1,901249.18,37.3,925.3,,2026-09-05 07:12:52.793976
303,11,Casual Wear,2026-08-25,913.3,897.1,1481659.03,79.2,1102.7,,2026-09-05 07:12:52.793976
304,2,Men's Wear,2026-09-04,677.4,652.8,1001914.86,48.6,761.4,,2026-09-05 07:12:52.793976
305,7,Kids Wear,2026-08-12,655.8,631.7,767349.74,28.6,773.7,,2026-09-05 07:12:52.793976
306,2,Accessories,2026-08-30,404.1,404.1,560540.93,25.4,469.6,,2026-09-05 07:12:52.793976
307,6,Kids Wear,2026-08-05,394.2,388.6,476738.3,29.4,430.1,,2026-09-05 07:12:52.793976
308,11,Traditional Wear,2026-08-14,1203.8,1209.1,2164700.44,63.1,1393.3,,2026-09-05 07:12:52.793976
309,6,Casual Wear,2026-08-25,913.7,928.9,1218560.89,67.7,1132.0,,2026-09-05 07:12:52.793976
310,10,Women's Wear,2026-07-19,785.3,743.0,893583.83,37.7,879.3,,2026-09-05 07:12:52.793976
311,13,Accessories,2026-07-21,211.8,215.6,300889.41,13.6,254.1,,2026-09-05 07:12:52.793976
312,8,Casual Wear,2026-07-11,1569.8,1540.7,2208105.91,91.9,1747.6,,2026-09-05 07:12:52.793976
313,14,Kids Wear,2026-08-13,591.8,586.4,919880.23,25.9,668.6,,2026-09-05 07:12:52.793976
314,4,Men's Wear,2026-08-28,576.8,558.1,717055.32,33.2,713.8,,2026-09-05 07:12:52.793976
315,7,Kids Wear,2026-07-30,503.3,493.2,887730.28,33.4,615.0,,2026-09-05 07:12:52.793976
316,3,Men's Wear,2026-08-27,959.1,907.3,1559932.99,79.5,1129.9,,2026-09-05 07:12:52.793976
317,14,Kids Wear,2026-08-23,678.5,637.3,923688.77,52.3,794.5,,2026-09-05 07:12:52.793976
318,10,Traditional Wear,2026-08-30,1004.1,1006.0,1226934.75,51.5,1193.7,,2026-09-05 07:12:52.793976
319,8,Casual Wear,2026-07-17,1481.4,1453.8,1844180.18,114.5,1958.2,,2026-09-05 07:12:52.793976
320,9,Accessories,2026-08-12,496.8,493.8,723328.09,25.1,606.2,,2026-09-05 07:12:52.793976
321,14,Footwear,2026-07-19,578.4,603.7,850701.55,48.8,743.6,,2026-09-05 07:12:52.793976
322,13,Accessories,2026-08-28,233.2,233.2,362102.31,13.4,306.2,,2026-09-05 07:12:52.793976
323,7,Women's Wear,2026-07-26,1110.2,1141.4,1760089.71,76.0,1459.9,,2026-09-05 07:12:52.793976
324,6,Footwear,2026-08-25,420.2,392.2,694758.14,25.8,537.3,,2026-09-05 07:12:52.793976
325,2,Women's Wear,2026-07-14,972.0,1078.1,1854578.4,50.0,1466.0,,2026-09-05 07:12:52.793976
326,3,Footwear,2026-08-20,471.3,442.5,754964.03,26.4,505.6,,2026-09-05 07:12:52.793976
327,5,Footwear,2026-07-26,618.2,584.2,733671.58,38.4,691.4,,2026-09-05 07:12:52.793976
328,6,Kids Wear,2026-07-10,576.1,540.8,649762.47,42.6,713.8,,2026-09-05 07:12:52.793976
329,8,Footwear,2026-07-20,711.9,744.4,990571.56,45.8,866.2,,2026-09-05 07:12:52.793976
330,6,Accessories,2026-08-18,312.0,318.0,406517.38,26.3,425.0,,2026-09-05 07:12:52.793976
331,11,Accessories,2026-07-09,308.7,311.6,397147.38,25.8,384.0,,2026-09-05 07:12:52.793976
332,7,Women's Wear,2026-09-04,1233.6,1180.1,2040733.55,65.0,1607.7,,2026-09-05 07:12:52.793976
333,5,Traditional Wear,2026-07-10,1494.6,1405.0,1825537.64,84.0,1674.3,,2026-09-05 07:12:52.793976
334,13,Women's Wear,2026-07-22,659.3,700.4,880479.99,35.5,786.8,,2026-09-05 07:12:52.793976
335,4,Casual Wear,2026-07-29,843.3,1020.9,1483764.18,47.6,1144.7,,2026-09-05 07:12:52.793976
336,2,Footwear,2026-08-11,486.6,433.7,616086.9,23.8,526.9,,2026-09-05 07:12:52.793976
337,13,Accessories,2026-07-14,220.5,227.3,273915.79,16.5,280.0,,2026-09-05 07:12:52.793976
338,4,Footwear,2026-07-20,423.7,440.0,690644.07,27.3,512.7,,2026-09-05 07:12:52.793976
339,2,Women's Wear,2026-07-09,917.7,847.3,1176647.37,39.8,1002.4,,2026-09-05 07:12:52.793976
340,4,Casual Wear,2026-08-30,825.2,881.7,1208768.81,76.8,977.0,,2026-09-05 07:12:52.793976
341,11,Men's Wear,2026-07-12,781.6,793.3,1259523.89,62.8,1061.5,,2026-09-05 07:12:52.793976
342,8,Kids Wear,2026-08-20,589.9,611.7,952024.1,40.6,852.3,,2026-09-05 07:12:52.793976
343,15,Men's Wear,2026-08-12,548.6,529.6,852531.67,41.4,734.2,,2026-09-05 07:12:52.793976
344,2,Traditional Wear,2026-07-17,1008.7,1074.4,1884011.51,93.9,1310.1,,2026-09-05 07:12:52.793976
345,11,Footwear,2026-08-17,510.2,507.7,772688.37,35.9,600.7,,2026-09-05 07:12:52.793976
346,2,Casual Wear,2026-08-16,1012.9,996.9,1289217.28,56.2,1272.0,,2026-09-05 07:12:52.793976
347,14,Footwear,2026-07-18,565.2,646.3,798014.77,28.6,795.2,,2026-09-05 07:12:52.793976
348,10,Casual Wear,2026-08-06,738.3,681.6,1087037.09,33.3,752.3,,2026-09-05 07:12:52.793976
349,12,Traditional Wear,2026-08-27,962.4,895.8,1462357.05,43.3,1019.5,,2026-09-05 07:12:52.793976
350,14,Men's Wear,2026-07-17,979.0,969.1,1686174.36,55.0,1190.8,,2026-09-05 07:12:52.793976
351,2,Men's Wear,2026-08-02,804.0,835.4,1182988.5,54.3,1061.0,,2026-09-05 07:12:52.793976
352,3,Men's Wear,2026-08-12,938.8,958.1,1537244.87,43.8,1266.8,,2026-09-05 07:12:52.793976
353,1,Accessories,2026-09-04,537.5,516.7,666569.25,44.7,701.3,,2026-09-05 07:12:52.793976
354,13,Footwear,2026-07-31,376.6,379.2,528256.39,23.1,499.1,,2026-09-05 07:12:52.793976
355,14,Traditional Wear,2026-08-18,1214.3,1206.9,1609897.23,79.4,1344.2,,2026-09-05 07:12:52.793976
356,2,Kids Wear,2026-08-10,540.6,534.3,740763.49,23.7,660.9,,2026-09-05 07:12:52.793976
357,4,Men's Wear,2026-08-12,679.2,657.4,1022266.57,42.5,875.5,,2026-09-05 07:12:52.793976
358,12,Casual Wear,2026-08-23,1065.5,1032.3,1242710.33,62.5,1207.7,,2026-09-05 07:12:52.793976
359,11,Accessories,2026-08-13,424.8,468.4,769510.75,25.9,544.1,,2026-09-05 07:12:52.793976
360,7,Kids Wear,2026-08-20,704.9,677.5,870874.82,36.6,754.2,,2026-09-05 07:12:52.793976
361,15,Accessories,2026-08-21,284.2,262.8,328747.41,11.8,299.6,,2026-09-05 07:12:52.793976
362,7,Traditional Wear,2026-07-14,1270.8,1574.3,2012624.43,85.9,2133.6,,2026-09-05 07:12:52.793976
363,7,Footwear,2026-07-15,617.2,600.0,1059679.69,28.1,798.6,,2026-09-05 07:12:52.793976
364,3,Traditional Wear,2026-08-29,1005.0,1013.6,1463544.67,67.7,1408.3,,2026-09-05 07:12:52.793976
365,8,Men's Wear,2026-08-22,1133.4,1202.8,1662905.87,90.5,1540.8,,2026-09-05 07:12:52.793976
366,14,Accessories,2026-08-22,374.0,388.6,524194.69,22.5,487.3,,2026-09-05 07:12:52.793976
367,5,Men's Wear,2026-07-23,1207.5,1298.1,1990730.15,87.6,1464.8,,2026-09-05 07:12:52.793976
368,13,Accessories,2026-08-29,221.3,253.9,454364.29,11.8,342.0,,2026-09-05 07:12:52.793976
369,11,Footwear,2026-08-12,588.8,543.7,676902.32,48.9,630.3,,2026-09-05 07:12:52.793976
370,8,Accessories,2026-07-25,426.4,406.8,690589.26,23.0,452.7,,2026-09-05 07:12:52.793976
371,1,Women's Wear,2026-08-06,1319.0,1309.1,1871538.66,80.3,1579.0,,2026-09-05 07:12:52.793976
372,5,Men's Wear,2026-08-24,1067.3,1018.0,1596696.3,72.1,1317.5,,2026-09-05 07:12:52.793976
373,7,Casual Wear,2026-08-04,1130.7,1095.7,1737332.62,87.5,1287.2,,2026-09-05 07:12:52.793976
374,9,Accessories,2026-07-15,345.7,355.4,578599.16,22.7,474.3,,2026-09-05 07:12:52.793976
375,15,Casual Wear,2026-08-13,758.9,770.3,1025586.75,65.3,1027.2,,2026-09-05 07:12:52.793976
376,13,Kids Wear,2026-09-01,372.3,384.1,691289.14,34.1,434.0,,2026-09-05 07:12:52.793976
377,4,Men's Wear,2026-07-24,672.3,668.6,1182540.44,46.0,932.6,,2026-09-05 07:12:52.793976
378,6,Accessories,2026-08-11,425.3,396.5,532075.51,22.2,523.9,,2026-09-05 07:12:52.793976
379,15,Casual Wear,2026-08-13,656.1,688.1,1058205.14,34.0,960.9,,2026-09-05 07:12:52.793976
380,8,Casual Wear,2026-07-10,1309.8,1288.0,1615350.9,66.5,1501.3,,2026-09-05 07:12:52.793976
381,8,Traditional Wear,2026-08-02,1424.2,1442.3,1884330.22,115.6,1962.2,,2026-09-05 07:12:52.793976
382,1,Women's Wear,2026-09-01,1199.4,1158.3,1928129.23,95.4,1573.2,,2026-09-05 07:12:52.793976
383,6,Footwear,2026-08-31,524.0,538.3,690031.16,25.8,745.3,,2026-09-05 07:12:52.793976
384,11,Kids Wear,2026-07-16,575.8,587.4,1046303.75,43.9,809.8,,2026-09-05 07:12:52.793976
385,6,Women's Wear,2026-07-16,924.1,880.7,1212468.81,43.1,969.2,,2026-09-05 07:12:52.793976
386,10,Kids Wear,2026-07-22,502.8,525.4,809373.26,25.8,628.1,,2026-09-05 07:12:52.793976
387,10,Women's Wear,2026-07-15,831.2,801.4,999092.54,46.0,958.4,,2026-09-05 07:12:52.793976
388,15,Traditional Wear,2026-07-26,907.0,907.8,1486587.47,51.6,1001.7,,2026-09-05 07:12:52.793976
389,4,Footwear,2026-08-22,330.2,330.7,473417.64,25.3,459.9,,2026-09-05 07:12:52.793976
390,7,Kids Wear,2026-07-10,684.3,685.2,976552.89,55.8,915.9,,2026-09-05 07:12:52.793976
391,11,Accessories,2026-07-30,423.7,453.0,623756.16,25.3,627.6,,2026-09-05 07:12:52.793976
392,6,Women's Wear,2026-08-31,983.4,1017.4,1266664.48,88.6,1417.7,,2026-09-05 07:12:52.793976
393,10,Casual Wear,2026-08-14,940.9,891.1,1394028.44,55.0,994.5,,2026-09-05 07:12:52.793976
394,4,Women's Wear,2026-08-14,735.5,753.4,1322476.29,50.5,978.0,,2026-09-05 07:12:52.793976
395,4,Traditional Wear,2026-08-16,747.0,756.2,1071155.3,46.4,898.6,,2026-09-05 07:12:52.793976
396,11,Casual Wear,2026-07-24,1044.1,1023.7,1355554.66,73.6,1426.1,,2026-09-05 07:12:52.793976
397,14,Traditional Wear,2026-08-05,1115.6,1050.1,1317541.7,70.6,1213.4,,2026-09-05 07:12:52.793976
398,7,Men's Wear,2026-07-10,840.6,941.9,1279138.33,77.1,1195.5,,2026-09-05 07:12:52.793976
399,13,Footwear,2026-08-26,367.6,357.4,637038.1,24.8,452.5,,2026-09-05 07:12:52.793976
400,7,Accessories,2026-07-13,426.9,444.6,716802.24,38.6,565.4,,2026-09-05 07:12:52.793976
401,8,Men's Wear,2026-08-20,981.3,971.0,1689805.12,77.7,1265.5,,2026-09-05 07:12:52.793976
402,3,Traditional Wear,2026-07-27,1283.7,1567.5,2303321.87,137.1,1802.9,14.0,2026-09-05 07:12:52.793976
403,13,Women's Wear,2026-08-22,597.4,622.9,1120199.4,44.5,841.1,,2026-09-05 07:12:52.793976
404,6,Footwear,2026-08-19,519.6,574.0,825649.06,32.3,679.0,,2026-09-05 07:12:52.793976
405,15,Accessories,2026-08-06,218.3,205.3,260220.07,9.7,260.7,,2026-09-05 07:12:52.793976
406,13,Traditional Wear,2026-07-29,879.9,847.8,1068731.82,46.0,1068.8,,2026-09-05 07:12:52.793976
407,15,Kids Wear,2026-08-13,349.1,334.9,436481.81,20.1,430.5,,2026-09-05 07:12:52.793976
408,12,Kids Wear,2026-07-23,405.5,397.5,556061.34,20.6,526.2,,2026-09-05 07:12:52.793976
409,15,Men's Wear,2026-08-18,524.4,518.8,775591.23,38.8,586.0,,2026-09-05 07:12:52.793976
410,4,Women's Wear,2026-07-11,710.5,732.3,1218853.7,41.0,965.6,,2026-09-05 07:12:52.793976
411,11,Traditional Wear,2026-07-28,1027.7,1058.0,1751726.34,88.2,1424.4,,2026-09-05 07:12:52.793976
412,13,Women's Wear,2026-08-03,585.1,550.7,794126.52,43.5,692.4,,2026-09-05 07:12:52.793976
413,1,Women's Wear,2026-07-30,1059.9,1076.6,1586767.58,92.5,1411.8,,2026-09-05 07:12:52.793976
414,6,Accessories,2026-08-18,340.9,332.1,582451.64,24.6,389.4,,2026-09-05 07:12:52.793976
415,10,Kids Wear,2026-08-04,372.7,360.9,468487.24,30.6,478.1,,2026-09-05 07:12:52.793976
416,2,Men's Wear,2026-07-22,627.1,676.5,831953.36,55.9,902.4,14.0,2026-09-05 07:12:52.793976
417,14,Women's Wear,2026-08-22,1077.3,1072.0,1299297.68,84.7,1426.1,,2026-09-05 07:12:52.793976
418,8,Women's Wear,2026-09-04,1364.6,1420.2,1711452.11,74.7,1905.2,,2026-09-05 07:12:52.793976
419,12,Footwear,2026-08-16,505.9,492.5,665465.62,31.2,641.8,,2026-09-05 07:12:52.793976
420,10,Kids Wear,2026-07-14,451.3,555.6,988907.59,45.5,704.7,,2026-09-05 07:12:52.793976
421,10,Men's Wear,2026-07-28,652.1,723.8,1146757.49,60.1,852.9,,2026-09-05 07:12:52.793976
422,15,Footwear,2026-07-21,342.2,358.1,594189.83,30.4,480.4,,2026-09-05 07:12:52.793976
423,13,Casual Wear,2026-07-15,695.0,699.0,1047398.16,38.3,959.1,,2026-09-05 07:12:52.793976
424,7,Footwear,2026-08-10,461.9,465.1,717754.16,23.0,613.0,,2026-09-05 07:12:52.793976
425,11,Casual Wear,2026-08-21,1091.5,1129.8,1559256.07,54.8,1465.7,,2026-09-05 07:12:52.793976
426,3,Men's Wear,2026-07-31,738.9,728.8,987663.28,58.6,968.5,,2026-09-05 07:12:52.793976
427,11,Men's Wear,2026-08-24,916.3,928.7,1348735.72,78.3,1125.1,,2026-09-05 07:12:52.793976
428,5,Kids Wear,2026-07-29,780.4,842.7,1449305.82,58.3,1165.7,,2026-09-05 07:12:52.793976
429,8,Women's Wear,2026-08-31,1306.4,1274.0,1570124.97,105.4,1453.9,,2026-09-05 07:12:52.793976
430,6,Kids Wear,2026-08-23,583.9,597.2,1070176.16,28.2,811.4,,2026-09-05 07:12:52.793976
431,13,Traditional Wear,2026-08-24,772.8,792.3,953000.7,42.5,1052.5,,2026-09-05 07:12:52.793976
432,10,Accessories,2026-08-25,264.6,278.1,463829.49,12.9,342.1,,2026-09-05 07:12:52.793976
433,7,Kids Wear,2026-08-08,706.0,724.3,1031302.41,29.5,866.7,,2026-09-05 07:12:52.793976
434,9,Women's Wear,2026-07-13,962.8,1123.9,1501260.02,94.2,1341.5,,2026-09-05 07:12:52.793976
435,7,Casual Wear,2026-08-29,1166.3,1183.9,1627266.61,90.4,1514.1,,2026-09-05 07:12:52.793976
436,7,Footwear,2026-08-14,649.1,629.6,1096026.74,36.5,728.1,,2026-09-05 07:12:52.793976
437,7,Traditional Wear,2026-07-15,1129.1,1179.0,1831948.71,57.1,1426.6,,2026-09-05 07:12:52.793976
438,13,Traditional Wear,2026-07-25,745.3,780.9,1298441.32,55.6,998.1,,2026-09-05 07:12:52.793976
439,11,Traditional Wear,2026-09-01,1195.3,1332.0,2035788.08,84.9,1526.4,,2026-09-05 07:12:52.793976
440,11,Footwear,2026-07-22,421.7,429.9,541926.74,28.4,553.2,,2026-09-05 07:12:52.793976
441,3,Kids Wear,2026-07-22,610.8,705.7,896691.17,32.3,798.8,14.0,2026-09-05 07:12:52.793976
442,10,Women's Wear,2026-08-23,864.7,898.4,1602630.46,52.0,1098.7,,2026-09-05 07:12:52.793976
443,1,Casual Wear,2026-08-25,1238.3,1278.8,1536660.81,94.1,1754.6,,2026-09-05 07:12:52.793976
444,10,Footwear,2026-07-13,410.0,404.0,673757.16,17.7,532.1,,2026-09-05 07:12:52.793976
445,5,Footwear,2026-07-09,577.0,569.6,717630.69,27.8,633.3,,2026-09-05 07:12:52.793976
446,6,Accessories,2026-08-17,374.9,391.0,496390.39,32.3,534.5,,2026-09-05 07:12:52.793976
447,14,Women's Wear,2026-09-04,1082.3,1053.2,1656772.3,88.4,1187.9,,2026-09-05 07:12:52.793976
448,6,Women's Wear,2026-07-14,777.0,803.0,1183560.34,65.7,1049.5,,2026-09-05 07:12:52.793976
449,13,Kids Wear,2026-08-05,391.8,410.1,506550.53,35.7,470.7,,2026-09-05 07:12:52.793976
450,15,Casual Wear,2026-08-09,754.6,785.0,1148374.68,55.4,1047.0,,2026-09-05 07:12:52.793976
451,1,Accessories,2026-07-27,499.6,580.8,742490.77,50.0,658.6,14.0,2026-09-05 07:12:52.793976
452,8,Traditional Wear,2026-08-09,1296.8,1178.1,1422456.94,98.3,1481.4,,2026-09-05 07:12:52.793976
453,10,Footwear,2026-07-19,420.3,412.9,625073.58,31.0,466.0,,2026-09-05 07:12:52.793976
454,12,Women's Wear,2026-07-24,929.9,900.3,1426833.86,42.7,1213.5,,2026-09-05 07:12:52.793976
455,10,Traditional Wear,2026-07-09,776.7,741.7,1110696.46,35.8,983.1,,2026-09-05 07:12:52.793976
456,4,Men's Wear,2026-08-15,772.3,835.4,1324936.37,50.3,977.8,,2026-09-05 07:12:52.793976
457,8,Accessories,2026-08-06,531.9,513.4,918165.81,39.7,567.5,,2026-09-05 07:12:52.793976
458,7,Traditional Wear,2026-08-10,1257.3,1337.8,2090341.89,94.9,1593.8,,2026-09-05 07:12:52.793976
459,9,Women's Wear,2026-08-03,1180.3,1132.6,1914041.01,93.1,1358.7,,2026-09-05 07:12:52.793976
460,10,Casual Wear,2026-07-17,839.3,892.1,1453719.86,40.8,1184.5,,2026-09-05 07:12:52.793976
461,1,Men's Wear,2026-08-21,975.8,991.0,1411515.21,44.9,1356.7,,2026-09-05 07:12:52.793976
462,3,Accessories,2026-08-04,423.1,402.8,509210.46,28.4,465.7,,2026-09-05 07:12:52.793976
463,7,Women's Wear,2026-07-12,1058.5,1054.3,1527345.65,91.0,1424.6,,2026-09-05 07:12:52.793976
464,2,Accessories,2026-07-29,396.6,389.2,604657.11,25.4,540.7,,2026-09-05 07:12:52.793976
465,9,Footwear,2026-09-04,488.3,500.2,752800.87,43.0,576.8,,2026-09-05 07:12:52.793976
466,3,Footwear,2026-07-29,558.9,537.1,856412.98,37.8,642.7,,2026-09-05 07:12:52.793976
467,7,Kids Wear,2026-07-10,709.7,711.5,1265158.08,63.0,879.3,,2026-09-05 07:12:52.793976
468,3,Kids Wear,2026-08-27,556.8,539.0,812476.08,44.3,681.5,,2026-09-05 07:12:52.793976
469,12,Footwear,2026-08-15,555.7,565.1,776643.88,32.4,735.6,,2026-09-05 07:12:52.793976
470,11,Women's Wear,2026-07-21,991.2,1044.0,1454739.71,47.8,1258.7,,2026-09-05 07:12:52.793976
471,10,Casual Wear,2026-08-05,952.8,915.8,1392328.91,76.8,1123.4,,2026-09-05 07:12:52.793976
472,9,Traditional Wear,2026-09-04,1103.7,1020.6,1635156.85,51.0,1352.4,,2026-09-05 07:12:52.793976
473,5,Footwear,2026-08-25,581.4,574.3,948833.4,23.9,772.0,,2026-09-05 07:12:52.793976
474,10,Accessories,2026-08-29,339.6,329.0,439078.28,23.8,400.3,,2026-09-05 07:12:52.793976
475,13,Accessories,2026-08-03,302.0,287.9,412426.19,25.3,401.0,,2026-09-05 07:12:52.793976
476,9,Traditional Wear,2026-08-15,1098.6,1012.3,1591676.76,80.0,1377.8,,2026-09-05 07:12:52.793976
477,4,Footwear,2026-07-13,417.7,418.4,653554.27,33.0,581.3,,2026-09-05 07:12:52.793976
478,8,Women's Wear,2026-08-17,1497.6,1698.7,2787647.71,78.1,1889.3,,2026-09-05 07:12:52.793976
479,9,Men's Wear,2026-08-18,864.4,863.4,1403727.44,41.2,989.6,,2026-09-05 07:12:52.793976
480,10,Traditional Wear,2026-08-15,997.7,1033.4,1762860.51,56.9,1381.6,,2026-09-05 07:12:52.793976
481,6,Traditional Wear,2026-07-31,1104.2,1109.5,1376785.08,72.4,1358.9,,2026-09-05 07:12:52.793976
482,7,Traditional Wear,2026-08-01,1176.3,1205.8,1926869.23,68.2,1432.6,,2026-09-05 07:12:52.793976
483,10,Casual Wear,2026-07-18,839.8,840.5,1066454.28,48.2,985.2,,2026-09-05 07:12:52.793976
484,10,Casual Wear,2026-07-25,783.9,873.5,1248077.38,69.7,990.6,,2026-09-05 07:12:52.793976
485,9,Footwear,2026-08-19,536.3,545.4,917193.75,34.0,607.1,,2026-09-05 07:12:52.793976
486,11,Women's Wear,2026-07-09,936.1,903.5,1136217.98,80.0,1203.5,,2026-09-05 07:12:52.793976
